FNDDTL_FUND_DETAIL_KEY,FNDDTL_FUND_DETAIL_CODE,FNDDTL_FUND_DETAIL_NAME,FND_FUND_CODE,FND_FUND_NAME
8738,0817,VCBA 21ST CENTURY PROGRAM-CONSTRUCTION COST,08,DEBT SERVICE
8739,0271,STATE CENTRAL GARAGE POOL VEHICLES,02,SPECIAL REVENUE
8740,0280,APPROPRIATED INDIRECT COST RECOVERIES,02,SPECIAL REVENUE
8741,0270,PARKING,02,SPECIAL REVENUE
8742,0271,STATE CENTRAL GARAGE POOL VEHICLES,02,SPECIAL REVENUE
8743,0280,APPROPRIATED INDIRECT COST RECOVERIES,02,SPECIAL REVENUE
8744,0284,RECYCLABLE MATERIAL SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8745,0286,RECYCLABLE MATERIAL SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8746,0287,SURPLUS SUPPLIES AND EQUIP SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8747,0290,INSURANCE RECOVERY,02,SPECIAL REVENUE
8748,0230,CORRECTIONS SPECIAL RESERVE FUND,02,SPECIAL REVENUE
8749,0246,DISASTER RECOVERY FUND,02,SPECIAL REVENUE
8750,0271,STATE CENTRAL GARAGE POOL VEHICLES,02,SPECIAL REVENUE
8751,0297,ASBESTOS CLAIMS TRUST FUND,02,SPECIAL REVENUE
8752,0533,STATE ASSET FORFEITURE FUND,05,ENTERPRISE
8753,0255,CONTRACT PRISONERS SPECIAL REVENUE FUND,02,SPECIAL REVENUE
8754,0270,PARKING,02,SPECIAL REVENUE
8755,0271,STATE CENTRAL GARAGE POOL VEHICLES,02,SPECIAL REVENUE
8756,0289,PROCEEDS FROM SALE OF SURPLUS - LAND & BLDGS,02,SPECIAL REVENUE
8757,0290,INSURANCE RECOVERY,02,SPECIAL REVENUE
8758,0471,TRANSPORTATION TRUST FUND,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
8759,0284,RECYCLABLE MATERIAL SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8760,0286,RECYCLABLE MATERIAL SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8761,0289,PROCEEDS FROM SALE OF SURPLUS - LAND & BLDGS,02,SPECIAL REVENUE
8762,0290,INSURANCE RECOVERY,02,SPECIAL REVENUE
8763,0246,DISASTER RECOVERY FUND,02,SPECIAL REVENUE
8764,0271,STATE CENTRAL GARAGE POOL VEHICLES,02,SPECIAL REVENUE
8765,0284,RECYCLABLE MATERIAL SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8766,0286,RECYCLABLE MATERIAL SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8767,0288,SURPLUS SUPPLIES & EQUIP SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8768,0739,STRIPPER WELL OIL OVERCHARGE FUND,07,TRUST AND AGENCY
8769,0820,VPBA PROJECTS,08,DEBT SERVICE
8770,0287,SURPLUS SUPPLIES AND EQUIP SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8771,0288,SURPLUS SUPPLIES & EQUIP SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8772,0290,INSURANCE RECOVERY,02,SPECIAL REVENUE
8773,0287,SURPLUS SUPPLIES AND EQUIP SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8774,0288,SURPLUS SUPPLIES & EQUIP SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8775,0289,PROCEEDS FROM SALE OF SURPLUS - LAND & BLDGS,02,SPECIAL REVENUE
8776,0270,PARKING,02,SPECIAL REVENUE
8777,0271,STATE CENTRAL GARAGE POOL VEHICLES,02,SPECIAL REVENUE
8778,0280,APPROPRIATED INDIRECT COST RECOVERIES,02,SPECIAL REVENUE
8779,0280,APPROPRIATED INDIRECT COST RECOVERIES,02,SPECIAL REVENUE
8780,0301,FEDERAL,03,HIGHER EDUCATION OPERATING
8781,0473,PRIORITY TRANSPORTATION FUND,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
8782,0474,COMMONWEALTH PORT FUND,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
8783,0734,TEXACO OIL OVERCHARGE FUND,07,TRUST AND AGENCY
8784,0814,9(D) DEBT SERVICE - PRINCIPAL/INTEREST PAYMENTS,08,DEBT SERVICE
8785,0815,9(D) DEBT SERVICE - CONSTRUCTION COSTS,08,DEBT SERVICE
8786,0270,PARKING,02,SPECIAL REVENUE
8787,0536,FEDERAL ASSET FORFEITURE FUND - DEPT OF JUSTICE,05,ENTERPRISE
8788,0537,FEDERAL ASSET FORFEITURE FUND - DEPT OF TREASURY,05,ENTERPRISE
8789,0570,PARKING,05,ENTERPRISE
8790,0288,SURPLUS SUPPLIES & EQUIP SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8791,0214,FORFEITED BOND FUNDS,02,SPECIAL REVENUE
8792,0218,PERMIT FEES FUND,02,SPECIAL REVENUE
8793,0288,SURPLUS SUPPLIES & EQUIP SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8794,0290,INSURANCE RECOVERY,02,SPECIAL REVENUE
8795,0930,VIRGINIA CRIME VICTIM - WITNESS FUND,09,DEDICATED SPECIAL REVENUE
8796,0247,MINE RESCUE FUND,02,SPECIAL REVENUE
8797,0270,PARKING,02,SPECIAL REVENUE
8798,0271,STATE CENTRAL GARAGE POOL VEHICLES,02,SPECIAL REVENUE
8799,0586,RECYCLABLE MATERIAL SALES-NON-GEN-NON-HIGH ED,05,ENTERPRISE
8800,0588,SURPLUS SUPPLIES & EQUIP SALES-NON-GEN-NON-HIGH ED,05,ENTERPRISE
8801,0302,FOUNDATION/OTHER GRANTS/CONTRACTS,03,HIGHER EDUCATION OPERATING
8802,0811,9(B) DEBT SERVICE - CONSTRUCTION COSTS,08,DEBT SERVICE
8803,0739,STRIPPER WELL OIL OVERCHARGE FUND,07,TRUST AND AGENCY
8804,0284,RECYCLABLE MATERIAL SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8805,0286,RECYCLABLE MATERIAL SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8806,0287,SURPLUS SUPPLIES AND EQUIP SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8807,0811,9(B) DEBT SERVICE - CONSTRUCTION COSTS,08,DEBT SERVICE
8808,0813,9(C) DEBT SERVICE - CONSTRUCTION COSTS,08,DEBT SERVICE
8809,0266,HIGHER EDUCATION CAPITAL PROJECTS FUND,02,SPECIAL REVENUE
8810,0290,INSURANCE RECOVERY,02,SPECIAL REVENUE
8811,0246,DISASTER RECOVERY FUND,02,SPECIAL REVENUE
8812,0271,STATE CENTRAL GARAGE POOL VEHICLES,02,SPECIAL REVENUE
8813,0288,SURPLUS SUPPLIES & EQUIP SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8814,0289,PROCEEDS FROM SALE OF SURPLUS - LAND & BLDGS,02,SPECIAL REVENUE
8815,0290,INSURANCE RECOVERY,02,SPECIAL REVENUE
8816,0302,FOUNDATION/OTHER GRANTS/CONTRACTS,03,HIGHER EDUCATION OPERATING
8817,0306,AUXILIARY ENTERPRISE,03,HIGHER EDUCATION OPERATING
8818,0815,9(D) DEBT SERVICE - CONSTRUCTION COSTS,08,DEBT SERVICE
8819,0284,RECYCLABLE MATERIAL SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8820,0287,SURPLUS SUPPLIES AND EQUIP SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8821,0280,APPROPRIATED INDIRECT COST RECOVERIES,02,SPECIAL REVENUE
8822,0284,RECYCLABLE MATERIAL SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8823,0286,RECYCLABLE MATERIAL SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8824,0287,SURPLUS SUPPLIES AND EQUIP SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8825,0288,SURPLUS SUPPLIES & EQUIP SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8826,0289,PROCEEDS FROM SALE OF SURPLUS - LAND & BLDGS,02,SPECIAL REVENUE
8827,0589,PROCEEDS FROM SALE OF SURPLUS - LAND & BLDGS,05,ENTERPRISE
8828,0702,LITERARY FUND,07,TRUST AND AGENCY
8830,0290,INSURANCE RECOVERY,02,SPECIAL REVENUE
8831,0726,ABANDONED MINED LAND SPECIAL TRUST FUND,07,TRUST AND AGENCY
8832,0734,TEXACO OIL OVERCHARGE FUND,07,TRUST AND AGENCY
8833,0736,OIL OVERCHARGE TRUST FUND,07,TRUST AND AGENCY
8834,0737,OIL & GAS SURETY BONDS,07,TRUST AND AGENCY
8835,0738,EXXON OIL OVERCHARGE FUND,07,TRUST AND AGENCY
8836,0739,STRIPPER WELL OIL OVERCHARGE FUND,07,TRUST AND AGENCY
8837,0740,DIAMOND SHAMROCK OIL OVERCHARGE FUND,07,TRUST AND AGENCY
8838,0750,CASH SURETY BONDS,07,TRUST AND AGENCY
8839,0751,MOTO POOL SURETY BONDS,07,TRUST AND AGENCY
8840,0753,COAL SURFACE MINING RECLAMATION FUND,07,TRUST AND AGENCY
8841,0817,VCBA 21ST CENTURY PROGRAM-CONSTRUCTION COST,08,DEBT SERVICE
8842,0233,STATE ASSET FORFEITURE FUND,02,SPECIAL REVENUE
8843,0270,PARKING,02,SPECIAL REVENUE
8844,0290,INSURANCE RECOVERY,02,SPECIAL REVENUE
8845,0246,DISASTER RECOVERY FUND,02,SPECIAL REVENUE
8846,0255,CONTRACT PRISONERS SPECIAL REVENUE FUND,02,SPECIAL REVENUE
8847,0270,PARKING,02,SPECIAL REVENUE
8848,0271,STATE CENTRAL GARAGE POOL VEHICLES,02,SPECIAL REVENUE
8849,0288,SURPLUS SUPPLIES & EQUIP SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8850,0271,STATE CENTRAL GARAGE POOL VEHICLES,02,SPECIAL REVENUE
8851,0288,SURPLUS SUPPLIES & EQUIP SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8852,0290,INSURANCE RECOVERY,02,SPECIAL REVENUE
8853,0218,FIRE PROGRAMS FUND,02,SPECIAL REVENUE
8854,0232,FIRE SERVICES GRANT FUND PROGRAM,02,SPECIAL REVENUE
8855,0270,PARKING,02,SPECIAL REVENUE
8856,0270,PARKING,02,SPECIAL REVENUE
8857,0271,STATE CENTRAL GARAGE POOL VEHICLES,02,SPECIAL REVENUE
8858,0284,RECYCLABLE MATERIAL SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8859,0271,STATE CENTRAL GARAGE POOL VEHICLES,02,SPECIAL REVENUE
8860,0288,SURPLUS SUPPLIES & EQUIP SALES-NON-GEN-NON HIGH ED,02,SPECIAL REVENUE
8861,0754,COAL SURFACE MINING CONTL & RECLAMATION ACT CVL,07,TRUST AND AGENCY
8862,0755,GAS AND OIL PLUGGING AND RESTORATION FUND,07,TRUST AND AGENCY
8863,0759,ABANDONED MINED LAND/ACID MINE DRAINAGE TRUST FUND,07,TRUST AND AGENCY
8864,0935,INTENSIFIED DRUG ENFORCEMENT JURISDICTIONS FUND,09,DEDICATED SPECIAL REVENUE
8865,0953,DRUG OFFENDER ACCESS FUND,09,DEDICATED SPECIAL REVENUE
8866,0271,STATE CENTRAL GARAGE POOL VEHICLES,02,SPECIAL REVENUE
8867,0290,INSURANCE RECOVERY,02,SPECIAL REVENUE
8868,0271,STATE CENTRAL GARAGE POOL VEHICLES,02,SPECIAL REVENUE
8869,0284,RECYCLABLE MATERIAL SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8870,0290,INSURANCE RECOVERY,02,SPECIAL REVENUE
8871,0270,PARKING,02,SPECIAL REVENUE
8872,0271,STATE CENTRAL GARAGE POOL VEHICLES,02,SPECIAL REVENUE
8873,0286,RECYCLABLE MATERIAL SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8874,0287,SURPLUS SUPPLIES AND EQUIP SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8875,0288,SURPLUS SUPPLIES & EQUIP SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8876,0284,RECYCLABLE MATERIAL SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8877,0286,RECYCLABLE MATERIAL SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8878,0287,SURPLUS SUPPLIES AND EQUIP SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8879,0287,SURPLUS SUPPLIES AND EQUIP SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8880,0288,SURPLUS SUPPLIES & EQUIP SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8881,0290,INSURANCE RECOVERY,02,SPECIAL REVENUE
8882,0246,DISASTER RECOVERY FUND,02,SPECIAL REVENUE
8883,0255,CONTRACT PRISONERS SPECIAL REVENUE FUND,02,SPECIAL REVENUE
8884,0271,STATE CENTRAL GARAGE POOL VEHICLES,02,SPECIAL REVENUE
8885,0284,RECYCLABLE MATERIAL SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8886,0286,RECYCLABLE MATERIAL SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8887,0290,INSURANCE RECOVERY,02,SPECIAL REVENUE
8888,0227,TRAINING/EDUCATION/DEVELOPMENT FUND,02,SPECIAL REVENUE
8889,0270,PARKING,02,SPECIAL REVENUE
8890,0287,SURPLUS SUPPLIES AND EQUIP SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8891,0290,INSURANCE RECOVERY,02,SPECIAL REVENUE
8892,0820,VPBA PROJECTS,08,DEBT SERVICE
8893,0246,DISASTER RECOVERY FUND,02,SPECIAL REVENUE
8894,0270,PARKING,02,SPECIAL REVENUE
8895,0271,STATE CENTRAL GARAGE POOL VEHICLES,02,SPECIAL REVENUE
8896,0284,RECYCLABLE MATERIAL SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8897,0286,RECYCLABLE MATERIAL SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8898,0287,SURPLUS SUPPLIES AND EQUIP SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8899,0271,STATE CENTRAL GARAGE POOL VEHICLES,02,SPECIAL REVENUE
8900,0287,SURPLUS SUPPLIES AND EQUIP SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8901,0286,RECYCLABLE MATERIAL SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8902,0287,SURPLUS SUPPLIES AND EQUIP SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8903,0290,INSURANCE RECOVERY,02,SPECIAL REVENUE
8904,0290,INSURANCE RECOVERY,02,SPECIAL REVENUE
8905,0230,CORRECTIONS SPECIAL RESERVE FUND,02,SPECIAL REVENUE
8906,0240,VIRGINIA PUBLIC SAFETY FUND,02,SPECIAL REVENUE
8907,0246,DISASTER RECOVERY FUND,02,SPECIAL REVENUE
8908,0255,CONTRACT PRISONERS SPECIAL REVENUE FUND,02,SPECIAL REVENUE
8909,0271,STATE CENTRAL GARAGE POOL VEHICLES,02,SPECIAL REVENUE
8910,0288,SURPLUS SUPPLIES & EQUIP SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8911,0290,INSURANCE RECOVERY,02,SPECIAL REVENUE
8912,0270,PARKING,02,SPECIAL REVENUE
8913,0246,DISASTER RECOVERY FUND,02,SPECIAL REVENUE
8914,0271,STATE CENTRAL GARAGE POOL VEHICLES,02,SPECIAL REVENUE
8915,0284,RECYCLABLE MATERIAL SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8916,0284,RECYCLABLE MATERIAL SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8917,0286,RECYCLABLE MATERIAL SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8918,0287,SURPLUS SUPPLIES AND EQUIP SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8919,0287,SURPLUS SUPPLIES AND EQUIP SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8920,0288,SURPLUS SUPPLIES & EQUIP SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8921,0288,SURPLUS SUPPLIES & EQUIP SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8922,0289,PROCEEDS FROM SALE OF SURPLUS - LAND & BLDGS,02,SPECIAL REVENUE
8923,0290,INSURANCE RECOVERY,02,SPECIAL REVENUE
8924,0230,CORRECTIONS SPECIAL RESERVE FUND,02,SPECIAL REVENUE
8925,0240,VIRGINIA PUBLIC SAFETY FUND,02,SPECIAL REVENUE
8926,0246,DISASTER RECOVERY FUND,02,SPECIAL REVENUE
8927,0270,PARKING,02,SPECIAL REVENUE
8928,0271,STATE CENTRAL GARAGE POOL VEHICLES,02,SPECIAL REVENUE
8930,0290,INSURANCE RECOVERY,02,SPECIAL REVENUE
8931,0246,DISASTER RECOVERY FUND,02,SPECIAL REVENUE
8932,0271,STATE CENTRAL GARAGE POOL VEHICLES,02,SPECIAL REVENUE
8933,0271,STATE CENTRAL GARAGE POOL VEHICLES,02,SPECIAL REVENUE
8934,0288,SURPLUS SUPPLIES & EQUIP SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8936,0290,INSURANCE RECOVERY,02,SPECIAL REVENUE
8937,0246,DISASTER RECOVERY FUND,02,SPECIAL REVENUE
8938,0271,STATE CENTRAL GARAGE POOL VEHICLES,02,SPECIAL REVENUE
8939,0284,RECYCLABLE MATERIAL SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8940,0286,RECYCLABLE MATERIAL SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8941,0284,RECYCLABLE MATERIAL SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8942,0286,RECYCLABLE MATERIAL SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8943,0287,SURPLUS SUPPLIES AND EQUIP SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8944,0287,SURPLUS SUPPLIES AND EQUIP SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8945,0288,SURPLUS SUPPLIES & EQUIP SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8946,0290,INSURANCE RECOVERY,02,SPECIAL REVENUE
8947,0290,INSURANCE RECOVERY,02,SPECIAL REVENUE
8948,0246,DISASTER RECOVERY FUND,02,SPECIAL REVENUE
8949,0271,STATE CENTRAL GARAGE POOL VEHICLES,02,SPECIAL REVENUE
8950,0284,RECYCLABLE MATERIAL SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8951,0286,RECYCLABLE MATERIAL SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8952,0287,SURPLUS SUPPLIES AND EQUIP SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8953,0230,CORRECTIONS SPECIAL RESERVE FUND,02,SPECIAL REVENUE
8954,0246,DISASTER RECOVERY FUND,02,SPECIAL REVENUE
8955,0255,CONTRACT PRISONERS SPECIAL REVENUE FUND,02,SPECIAL REVENUE
8956,0290,INSURANCE RECOVERY,02,SPECIAL REVENUE
8957,0820,VPBA PROJECTS,08,DEBT SERVICE
8958,0246,DISASTER RECOVERY FUND,02,SPECIAL REVENUE
8959,0270,PARKING,02,SPECIAL REVENUE
8960,0271,STATE CENTRAL GARAGE POOL VEHICLES,02,SPECIAL REVENUE
8961,0280,APPROPRIATED INDIRECT COST RECOVERIES,02,SPECIAL REVENUE
8962,0284,RECYCLABLE MATERIAL SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8963,0286,RECYCLABLE MATERIAL SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8964,0271,STATE CENTRAL GARAGE POOL VEHICLES,02,SPECIAL REVENUE
8965,0284,RECYCLABLE MATERIAL SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8966,0286,RECYCLABLE MATERIAL SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8967,0287,SURPLUS SUPPLIES AND EQUIP SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8968,0288,SURPLUS SUPPLIES & EQUIP SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8969,0290,INSURANCE RECOVERY,02,SPECIAL REVENUE
8970,0287,SURPLUS SUPPLIES AND EQUIP SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8971,0290,INSURANCE RECOVERY,02,SPECIAL REVENUE
8972,0246,DISASTER RECOVERY FUND,02,SPECIAL REVENUE
8973,0930,VIRGINIA CRIME VICTIM - WITNESS FUND,09,DEDICATED SPECIAL REVENUE
8974,0271,STATE CENTRAL GARAGE POOL VEHICLES,02,SPECIAL REVENUE
8975,0284,RECYCLABLE MATERIAL SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8976,0255,CONTRACT PRISONERS SPECIAL REVENUE FUND,02,SPECIAL REVENUE
8977,0271,STATE CENTRAL GARAGE POOL VEHICLES,02,SPECIAL REVENUE
8978,0284,RECYCLABLE MATERIAL SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8979,0286,RECYCLABLE MATERIAL SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8980,0287,SURPLUS SUPPLIES AND EQUIP SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8981,0286,RECYCLABLE MATERIAL SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8982,0287,SURPLUS SUPPLIES AND EQUIP SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8983,0290,INSURANCE RECOVERY,02,SPECIAL REVENUE
8984,0271,STATE CENTRAL GARAGE POOL VEHICLES,02,SPECIAL REVENUE
8985,0284,RECYCLABLE MATERIAL SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8986,0286,RECYCLABLE MATERIAL SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8987,0287,SURPLUS SUPPLIES AND EQUIP SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8988,0290,INSURANCE RECOVERY,02,SPECIAL REVENUE
8989,0230,CORRECTIONS SPECIAL RESERVE FUND,02,SPECIAL REVENUE
8990,0288,SURPLUS SUPPLIES & EQUIP SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8991,0290,INSURANCE RECOVERY,02,SPECIAL REVENUE
8992,0271,STATE CENTRAL GARAGE POOL VEHICLES,02,SPECIAL REVENUE
8993,0240,VIRGINIA PUBLIC SAFETY FUND,02,SPECIAL REVENUE
8994,0246,DISASTER RECOVERY FUND,02,SPECIAL REVENUE
8995,0270,PARKING,02,SPECIAL REVENUE
8996,0284,RECYCLABLE MATERIAL SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8997,0287,SURPLUS SUPPLIES AND EQUIP SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
8998,0246,DISASTER RECOVERY FUND,02,SPECIAL REVENUE
8999,0271,STATE CENTRAL GARAGE POOL VEHICLES,02,SPECIAL REVENUE
9000,0284,RECYCLABLE MATERIAL SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
9001,0286,RECYCLABLE MATERIAL SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
9002,0287,SURPLUS SUPPLIES AND EQUIP SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
9003,0288,SURPLUS SUPPLIES & EQUIP SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
9004,0290,INSURANCE RECOVERY,02,SPECIAL REVENUE
9005,0701,JAIBG TRUST FUND - FEDERAL,07,TRUST AND AGENCY
9006,0734,TEXACO OIL OVERCHARGE FUND,07,TRUST AND AGENCY
9007,0271,STATE CENTRAL GARAGE POOL VEHICLES,02,SPECIAL REVENUE
9008,0284,RECYCLABLE MATERIAL SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
9009,0286,RECYCLABLE MATERIAL SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
9010,0820,VPBA PROJECTS,08,DEBT SERVICE
9011,0821,VPBA PROJECTS - INTEREST,08,DEBT SERVICE
9012,0903,WORK PROGRAM REVENUE FUND,09,DEDICATED SPECIAL REVENUE
9013,0287,SURPLUS SUPPLIES AND EQUIP SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
9014,0288,SURPLUS SUPPLIES & EQUIP SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
9015,0290,INSURANCE RECOVERY,02,SPECIAL REVENUE
9016,0953,DRUG OFFENDER ACCESS FUND,09,DEDICATED SPECIAL REVENUE
9017,0270,PARKING,02,SPECIAL REVENUE
9018,0275,PUBLIC-PRIVATE EDUCATION ACT FUND,02,SPECIAL REVENUE
9019,0271,STATE CENTRAL GARAGE POOL VEHICLES,02,SPECIAL REVENUE
9020,0284,RECYCLABLE MATERIAL SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
9021,0216,SUBSTANCE ABUSE CLINIC AND PATIENT FEES,02,SPECIAL REVENUE
9022,0270,PARKING,02,SPECIAL REVENUE
9023,0286,RECYCLABLE MATERIAL SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
9024,0287,SURPLUS SUPPLIES AND EQUIP SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
9025,0288,SURPLUS SUPPLIES & EQUIP SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
9026,0290,INSURANCE RECOVERY,02,SPECIAL REVENUE
9027,0287,SURPLUS SUPPLIES AND EQUIP SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
9028,0290,INSURANCE RECOVERY,02,SPECIAL REVENUE
9029,0202,CENTRAL REGISTRY SEARCH FEES-NON-FEDERAL FUNDS,02,SPECIAL REVENUE
9030,0270,PARKING,02,SPECIAL REVENUE
9031,0286,RECYCLABLE MATERIAL SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
9032,0287,SURPLUS SUPPLIES AND EQUIP SALES-GEN-NON-HIGH ED,02,SPECIAL REVENUE
9033,0203,VOLUNTEER SERVICES-SPECIAL FUNDS,02,SPECIAL REVENUE
9034,0204,MONACAN INDIAN TRIBAL ASSOCIATION,02,SPECIAL REVENUE
9035,0205,SOCIAL SERVICES BUILDING FUND,02,SPECIAL REVENUE
9036,0288,SURPLUS SUPPLIES & EQUIP SALES-NON-GEN-NON-HIGH ED,02,SPECIAL REVENUE
9037,0290,INSURANCE RECOVERY,02,SPECIAL REVENUE
9039,0214,VIRGINIA CAREGIVERS GRANT FUND,02,SPECIAL REVENUE
9040,0235,DCSE INCENTIVES,02,SPECIAL REVENUE
9041,0236,COVERING KIDS - RW JOHNSON FOUNDATION GRANT,02,SPECIAL REVENUE
9042,0246,DISASTER RECOVERY FUND,02,SPECIAL REVENUE
9043,0270,PARKING,02,SPECIAL REVENUE
9044,0271,STATE CENTRAL GARAGE POOL VEHICLES,02,SPECIAL REVENUE
9045,0272,PROCUREMENT AND DISTRIBUTION SERVICES,02,SPECIAL REVENUE
9046,0273,LICENSING APPLICATION FEES,02,SPECIAL REVENUE
9047,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
9048,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
9049,0100,GENERAL,01,GENERAL
9050,0100,GENERAL,01,GENERAL
9051,0100,GENERAL,01,GENERAL
9052,0100,GENERAL,01,GENERAL
9053,0100,GENERAL,01,GENERAL
