SRC_SOURCE_KEY,SRCCLS_SOURCE_CLASS_CODE,SRCCLS_SOURCE_CLASS_NAME,SRC_SOURCE_CODE,,SRC_SOURCE_NAME
1336,07,"INTEREST, DIVIDEND AND RENTS",07110,,INTEREST ON INVESTMENTS OF STATE STUDENT LOAN FUND
1444,07,"INTEREST, DIVIDEND AND RENTS",07121,,INTEREST ON LOCAL SCHOOL BONDS
1452,07,"INTEREST, DIVIDEND AND RENTS",07303,,RENTAL OF OYSTER GROUND
1460,07,"INTEREST, DIVIDEND AND RENTS",07312,,RENTAL OF BUILDINGS-OPERATING LEASES
1548,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08102,,FEDERAL ASSET FORFEITURES
1556,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08111,,FORFEITED/CONFISCATED PROPERTY AND FUNDS
1026,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08129,,"SAFETY, HEALTH FINES AND PENALTY (CHAP 607)"
1034,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08138,,CUSTODY/VISITATION FILING FEE
1142,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08146,,CRIME VICTIM - WITNESS FEES
1150,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08180,,CIVIL PENALTY FOR SOLID WASTE DISPOSAL
1158,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08300,,CIVIL PENALTIES/CHARGES
1235,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08308,,FOR NON-PAY INSPECTION FEES BY DEPT OF AGRIC
1303,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08316,,PENALTIES & PAST DUES FOR ATTORNEYS REGISTRATION
1311,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08324,,ASSESSMENT FOR VARIANCE FROM GUARANTEE
1319,09,OTHER REVENUE,09000,,OTHER REVENUE
1407,09,OTHER REVENUE,09009,,STATEWIDE CONTRACT VENDOR REBATE FEES
1415,09,OTHER REVENUE,09024,,RECEIPTS-MAINTENANCE OF STATE WARDS
1503,09,OTHER REVENUE,09046,,STRIP MINING FORFEITED BONDS
1432,10,FEDERAL GRANTS AND CONTRACTS,10203,,PYMTS TO AGRI EXPERIMENT STATIONS UNDER HATCH ACT
1440,10,FEDERAL GRANTS AND CONTRACTS,10217,,HIGHER EDUCATION CHALLENGE GRANTS
1528,10,FEDERAL GRANTS AND CONTRACTS,10250,,AGRICULTURAL & RURAL ECONOMIC RESEARCH
1536,10,FEDERAL GRANTS AND CONTRACTS,10443,,SMALL FARMER OUTREACH TRAINING&TECH ASSIST PGM
1604,10,FEDERAL GRANTS AND CONTRACTS,10553,,SCHOOL BREAKFAST PROGRAM
740,84,FEDERAL GRANTS AND CONTRACTS,84338,,READING EXCELLENCE PROGRAM
834,02,RIGHTS AND PRIVILEGES,02302,,FOREIGN CORP ENTRANCE FEES
916,02,RIGHTS AND PRIVILEGES,02310,,FILING FEES UNDER UNIFORM COMMERCIAL CODE
970,02,RIGHTS AND PRIVILEGES,02352,,APPLICATION REGISTRATION FOREIGN LTD PARTNERSHIP
1043,02,RIGHTS AND PRIVILEGES,02360,,NEW APPLICATIONS GENERAL PARTNERSHIPS-FOREIGN
1051,02,RIGHTS AND PRIVILEGES,02404,,REAL ESTATE SETTLEMENT AGENT REGISTRATION FEE
168,02,RIGHTS AND PRIVILEGES,02704,,SOLID WASTE MANAGEMENT FACILITY PERMIT MOD FEES
228,02,RIGHTS AND PRIVILEGES,02712,,STORAGE FEE - STATE RECORDS CENTER
325,02,RIGHTS AND PRIVILEGES,02720,,HAZARDOUS MATERIAL ENDORSEMENT CDL
361,02,RIGHTS AND PRIVILEGES,02730,,EXPEDITED SERVICES FEE
437,03,SALES OF PROPERTY AND COMMODITIES,03016,,ALCOHOLIC BEVERAGE SALES
513,03,SALES OF PROPERTY AND COMMODITIES,03026,,SALES FROM CENTRAL WAREHOUSE TO STATE AGENCIES
623,03,SALES OF PROPERTY AND COMMODITIES,03301,,VPEP - LATE PAYMENT FEE
662,03,SALES OF PROPERTY AND COMMODITIES,03321,,VPEP - CHANGE IN MONTHLY PAYMENT AMOUNT FEE
676,03,SALES OF PROPERTY AND COMMODITIES,03335,,VEST - CHANGE OF BENEFICIARY FEE
718,04,"DONATIONS, RECEIPTS AND TRANSFERS",04002,,"VIRGINIA'S HOMELESS, ELDERLY, AND DISABLED"
751,04,"DONATIONS, RECEIPTS AND TRANSFERS",04201,,"RECEIPTS FROM CITIES, COUNTIES & TOWNS-STREET WORK"
793,04,"DONATIONS, RECEIPTS AND TRANSFERS",04210,,RECEIPTS - CAPITAL OUTLAY PROJECTS/VPBA
883,02,RIGHTS AND PRIVILEGES,02523,,GROUP CAMPING FEES
900,02,RIGHTS AND PRIVILEGES,02532,,PET FEES
1241,02,RIGHTS AND PRIVILEGES,02540,,FEES COLLECTED FROM PRIVATE CONCESSIONAIRES
1249,02,RIGHTS AND PRIVILEGES,02602,,CUSTODY OF SECURITIES OF PRIVATE CORPORATIONS FEES
1362,02,RIGHTS AND PRIVILEGES,02610,,COLLEGEAMERICA - ADMINISTRATIVE FEE
21,19,FEDERAL GRANTS AND CONTRACTS,19415,,PROFESSIONAL EXCHANGE-ANNUAL OPEN GRANT
29,20,FEDERAL GRANTS AND CONTRACTS,20108,,AVIATION RESEARCH GRANTS
40,20,FEDERAL GRANTS AND CONTRACTS,20500,,FEDERAL TRANSIT-CAPITAL INVESTMENT GRANTS
105,20,FEDERAL GRANTS AND CONTRACTS,20515,,STATE PLANNING AND RESEARCH
144,20,FEDERAL GRANTS AND CONTRACTS,20701,,UNIVERSITY TRANSPORTATION CENTERS PROGRAM
152,23,FEDERAL GRANTS AND CONTRACTS,23011,,APPALACHIAN ST RES TECH ASST DEMON PROJECT
197,43,FEDERAL GRANTS AND CONTRACTS,43001,,AEROSPACE EDUCATION SERVICES PROGRAM
273,45,FEDERAL GRANTS AND CONTRACTS,45149,,PROM OF HUMANITIES-DIV OF PRESERVATION & ACCESS
315,45,FEDERAL GRANTS AND CONTRACTS,45304,,CONSERVATION ASSESSMENT PROGRAM
391,47,FEDERAL GRANTS AND CONTRACTS,47053,,SCIENTIFIC TECH AND INTL AFFAIRS
434,58,FEDERAL GRANTS AND CONTRACTS,58001,,SECURITIES-INVESTIGATION OF COMPLAINTS/SEC INFO
496,62,FEDERAL GRANTS AND CONTRACTS,62001,,TVA ENVIRONMENTAL RESEARCH CENTER
538,66,FEDERAL GRANTS AND CONTRACTS,66001,,AIR POLLUTION CONTROL PROGRAM SUPPORT
709,06,INSTITUTIONAL REVENUE,06131,,"OTHER EDU, SALE OF MEALS TO EMPLOYEES"
765,06,INSTITUTIONAL REVENUE,06226,,MEDICAL HOSP SALES - MISCELLANEOUS
844,06,INSTITUTIONAL REVENUE,06301,,RESPITE CARE SERVICES
858,06,INSTITUTIONAL REVENUE,06442,,"MENTAL HOSPITALS, LAB FEES, EXAM & OTHER CHARGES"
243,02,RIGHTS AND PRIVILEGES,02136,,SURPLUS LINES BROKER LICENSES
285,02,RIGHTS AND PRIVILEGES,02144,,MOTOR VEHICLE CARRIERS PERMITS
299,02,RIGHTS AND PRIVILEGES,02152,,SALTWATER RECREATIONAL FISHING LICENSES
373,02,RIGHTS AND PRIVILEGES,02160,,HUNTING LICENSES
415,02,RIGHTS AND PRIVILEGES,02168,,CATTLE BRANDING AND REGISTRATION
452,02,RIGHTS AND PRIVILEGES,02176,,STRIP MINING PERMITS
494,02,RIGHTS AND PRIVILEGES,02184,,CHARITABLE ORGANIZATIONS INITIAL FEES
572,02,RIGHTS AND PRIVILEGES,02200,,EXTENDED SERVICE CONTRACT PROVIDER ANNUAL FEE
605,02,RIGHTS AND PRIVILEGES,02208,,REGISTRATION OF SPECIALTY PET FOOD
641,02,RIGHTS AND PRIVILEGES,02216,,MINERAL MINE LICENSES
687,02,RIGHTS AND PRIVILEGES,02224,,HOTELS-ENVIRONMENTAL HEALTH PERMIT FEE
804,93,FEDERAL GRANTS AND CONTRACTS,93919,,COOP AGREEMENTS-ST-BASED COMP BREAST&CERVICAL CANC
861,93,FEDERAL GRANTS AND CONTRACTS,93940,,HIV PREVENTION ACTIVITIES-HEALTH DEPARTMENT BASED
878,93,FEDERAL GRANTS AND CONTRACTS,93960,,SPECIAL MINORITY INITIATIVES
931,93,FEDERAL GRANTS AND CONTRACTS,93990,,NATIONAL HEALTH PROMOTION
968,94,FEDERAL GRANTS AND CONTRACTS,94005,,LEARN & SERVE AMERICA-HIGER EDUCATION
65,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05009,,FLOOD INSURANCE ASSESSMENT
107,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05017,,RECEIPTS-BUILDING & GROUNDS SVS CHARGES
261,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05025,,FEDERAL PRISONER OVERHEAD CHARGE
272,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05033,,S & L MERGER INVESTIGATION FEES
311,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05041,,DEBT COUNSELING AGENCY ANNUAL LICENSE FEES
381,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05049,,OTHER BUSINESS INCOME TAX FEES
398,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05057,,MORTGAGE BROKER LICENSE APPLICATION
468,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05065,,BROKER-DEALER AGENTS FEE
1173,02,RIGHTS AND PRIVILEGES,02428,,HEARING AID SPECIALIST REGULATORY FEES
1261,02,RIGHTS AND PRIVILEGES,02438,,PESTICIDE DEALER/BUSINESS LICENSE FEE
1269,02,RIGHTS AND PRIVILEGES,02446,,APELS BUSINESS ENTITY REGULATORY FEES
1277,02,RIGHTS AND PRIVILEGES,02454,,APELS BRANCH OFFICES REGULATORY FEES
1385,02,RIGHTS AND PRIVILEGES,02501,,ADMISSION RECEIPTS
1393,02,RIGHTS AND PRIVILEGES,02511,,TANK VESSEL FINANCIAL RESPONSIBILITY FEES
1507,02,RIGHTS AND PRIVILEGES,02519,,TRAVEL CLUB REGISTRATION FEES
1368,02,RIGHTS AND PRIVILEGES,02616,,INSPECTION OF AGRICULTURAL PRODUCTS FEES
1376,02,RIGHTS AND PRIVILEGES,02624,,SALVAGE VEHICLE INSPECTION FEES
1484,02,RIGHTS AND PRIVILEGES,02635,,PROFESSIONAL VETERINARY SERVICES
1492,02,RIGHTS AND PRIVILEGES,02643,,PHARMACY SERVICES
1500,02,RIGHTS AND PRIVILEGES,02651,,RECOVERY FEE DRIVER VEH & CHAUF LICENSE FEES
1568,02,RIGHTS AND PRIVILEGES,02659,,BOILER AND PRESSURE VESSEL INSPECTION FEES
1576,02,RIGHTS AND PRIVILEGES,02668,,MEDICAID PEDIATRIC CARE COORDINATION
1644,02,RIGHTS AND PRIVILEGES,02676,,SEWAGE APPEAL FEES
1652,02,RIGHTS AND PRIVILEGES,02687,,CENTRAL REGISTRY SEARCH FEES - SCHOOLS
1660,02,RIGHTS AND PRIVILEGES,02697,,NON-MEDICAID MATERNAL CARE COORDINATION/SERVICES
963,06,INSTITUTIONAL REVENUE,06450,,MH & MR MEDICAL SURGICAL (MEDICAID)
1128,06,INSTITUTIONAL REVENUE,06512,,"CORRECTIONS, RENTAL OF QUARTERS"
1321,06,INSTITUTIONAL REVENUE,06534,,"CORRECTIONS, ADULT RESIDENTIAL CENTERS"
1329,06,INSTITUTIONAL REVENUE,06646,,OTHER INSTITUTIONAL ADMISSION RECEIPTS
1337,07,"INTEREST, DIVIDEND AND RENTS",07111,,INTEREST ON V E C TRUST FUND
1445,07,"INTEREST, DIVIDEND AND RENTS",07132,,INTEREST RECEIPTS - UBC TRAINING PROGRAM
1453,07,"INTEREST, DIVIDEND AND RENTS",07304,,RENTAL OF FUEL OIL STORAGE FACILITIES
1541,07,"INTEREST, DIVIDEND AND RENTS",07313,,RENTAL OF PART OF BUILDING-OPERATING LEASES
1549,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08103,,ASBESTOS PROJECT FINES AND PENALTIES
1063,96,FEDERAL GRANTS AND CONTRACTS,96007,,SOCIAL SECURITY-RESEARCH & DEMONSTRATION
1071,97,FEDERAL GRANTS AND CONTRACTS,97012,,BOATING SAFETY FINANCIAL ASSISTANCE
1079,97,FEDERAL GRANTS AND CONTRACTS,97042,,EMERGENCY MANAGEMENT PERFORMANCE GRANTS
1187,98,FEDERAL GRANTS AND CONTRACTS,98009,,JOHN OGONOWSKI FARMER-TO-FARMER PROGRAM
1513,10,FEDERAL GRANTS AND CONTRACTS,10774,,NATIONAL SHEEP INDUSTRY IMPROVEMENT CENTER
1581,10,FEDERAL GRANTS AND CONTRACTS,10910,,RURAL ABANDONED MINE PROGRAM
1589,11,FEDERAL GRANTS AND CONTRACTS,11003,,CENSUS GEOGRAPHY
1597,11,FEDERAL GRANTS AND CONTRACTS,11407,,INTERJURISDICTIONAL FISHERIES ACT OF 1986
1685,11,FEDERAL GRANTS AND CONTRACTS,11431,,CLIMATE AND ATMOSPHERIC RESEARCH
1693,11,FEDERAL GRANTS AND CONTRACTS,11455,,COOPERATIVE SCIENCE AND EDUCATION PROGRAM
1721,11,FEDERAL GRANTS AND CONTRACTS,11478,,SPONSORED COASTAL OCEAN RESEARCH-COASTAL OCEANPGM
1729,12,FEDERAL GRANTS AND CONTRACTS,12100,,AQUATIC PLANT CONTROL
1737,12,FEDERAL GRANTS AND CONTRACTS,12300,,BASIC AND APPLIED SCIENTIFIC RESEARCH
1751,12,FEDERAL GRANTS AND CONTRACTS,12630,,"BASIC,APPLIED,&ADVANCED RES IN SCIENCE/ENGINEERING"
1759,14,FEDERAL GRANTS AND CONTRACTS,14169,,HOUSING COUNSELING ASSISTANCE PROGRAM
1767,14,FEDERAL GRANTS AND CONTRACTS,14238,,SHELTER PLUS CARE
1775,14,FEDERAL GRANTS AND CONTRACTS,14516,,DOCTORAL DISSERTATION RESEARCH GRANTS
951,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08121,,FEES COLLECTED - FAILURE TO APPEAR
1027,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08130,,ALCOHOL SAFETY ACTION PROGRAM
1035,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08139,,ASSET FORFEITURE AND SEIZURE FUNDS
1143,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08147,,INDIGENT ASSISTANCE
1151,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08181,,JURY COSTS
1159,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08301,,FOR NON-PAYMENT OF TAXES BY DUE DATE
1236,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08309,,FOR LATE REGISTRATION BY DEPT OF AGRICULTURE
1304,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08317,,CHILD LABOR CIVIL MONEY PENALTIES
1312,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08325,,PENALTY - DEALING WITHOUT A LICENSE
1320,09,OTHER REVENUE,09001,,PROCEEDS FROM UNCLAIMED PROPERTY
1416,09,OTHER REVENUE,09025,,RECEIPTS-PERCENT OF FAMILY SUPPORT PAYMENT
1504,09,OTHER REVENUE,09047,,RECEIPTS-STATE PARK PAY TELEPHONES
1474,15,FEDERAL GRANTS AND CONTRACTS,15915,,TECHNICAL PRESERVATION SERVICES
1560,16,FEDERAL GRANTS AND CONTRACTS,16202,,OFFENDER REENTRY PROGRAM
1628,16,FEDERAL GRANTS AND CONTRACTS,16528,,"ELDER ABUSE, NEGLECT, AND EXPLOITATION"
1636,16,FEDERAL GRANTS AND CONTRACTS,16579,,BYRNE FORMULA GRANT PROGRAM
1670,16,FEDERAL GRANTS AND CONTRACTS,16710,,PUBLIC SAFETY PARTNERSHIP&COMMUNITY POLICING GRANT
1678,17,FEDERAL GRANTS AND CONTRACTS,17202,,CERT/FOREIGN WORKERS TEMP AGRICULTURAL EMPLY
1706,17,FEDERAL GRANTS AND CONTRACTS,17249,,EMPLOYMENT SERVICES & JOB TRAINING PILOTS
1714,17,FEDERAL GRANTS AND CONTRACTS,17261,,EMPLOYMENT/TRAINING ADMIN PILOTS/DEMONSTRATNS/PRJ
1742,17,FEDERAL GRANTS AND CONTRACTS,17720,,EMPLOYMENT PROGRAMS FOR PEOPLE WITH DISABILITIES
1433,10,FEDERAL GRANTS AND CONTRACTS,10205,,PAYMENTS TO 1890 LAND GRANT COLLEGES
1540,10,FEDERAL GRANTS AND CONTRACTS,10500,,COOPERATIVE EXTENSION SERVICE
1608,10,FEDERAL GRANTS AND CONTRACTS,10558,,CHILD & ADULT CARE FOOD PROGRAM
1616,10,FEDERAL GRANTS AND CONTRACTS,10572,,WIC FARMER'S MARKET NUTRITION PROGRAM
1664,10,FEDERAL GRANTS AND CONTRACTS,10674,,TECHNOLOGY MARKETING UNIT
987,93,FEDERAL GRANTS AND CONTRACTS,93596,,CHILD CARE FUNDS OF THE CHILD CARE & DEVELOP FD
995,93,FEDERAL GRANTS AND CONTRACTS,93631,,DEVELOPMENTAL DISABILITIES PROJECTS-NATNAL SIGNIF
1083,93,FEDERAL GRANTS AND CONTRACTS,93667,,SOCIAL SERVICES BLOCK GRANT
1091,93,FEDERAL GRANTS AND CONTRACTS,93775,,STATE MEDICAID FRAUD CONTROL UNITS
1099,93,FEDERAL GRANTS AND CONTRACTS,93838,,LUNG DISEASES RESEARCH
1196,93,FEDERAL GRANTS AND CONTRACTS,93856,,MICROBIOLOGY AND INFECTIUOUS DISEASES RESEARCH
1284,93,FEDERAL GRANTS AND CONTRACTS,93880,,MINORITY ACCESS TO RESEARCH CAREERS
1292,93,FEDERAL GRANTS AND CONTRACTS,93906,,RURAL HEALTH MED ED DEMO PROJECTS
1060,02,RIGHTS AND PRIVILEGES,02413,,MINE FOREMAN EXAMINATION FEES
1168,02,RIGHTS AND PRIVILEGES,02421,,REGULATORY BOARD MONETARY PENALTY & LATE FEES
1264,02,RIGHTS AND PRIVILEGES,02441,,ARCHITECT REGULATORY FEES
1272,02,RIGHTS AND PRIVILEGES,02449,,WASTE MGMT FACILITY OPERATORS REGULATORY FEES
1280,02,RIGHTS AND PRIVILEGES,02457,,LICENSING TRANSCRIPTS
1388,02,RIGHTS AND PRIVILEGES,02505,,OPERATING CONCESSIONS ON STATE PROPERTY-NONTAXABLE
1396,02,RIGHTS AND PRIVILEGES,02514,,WELCOME CENTER RENTAL REVENUE
1371,02,RIGHTS AND PRIVILEGES,02619,,CHARITABLE ORGANIZATIONS REGISTRATIONS
1487,02,RIGHTS AND PRIVILEGES,02638,,REGISTRATION MEDICATED FEED/ANIMAL REMEDY
1495,02,RIGHTS AND PRIVILEGES,02646,,GENERAL MEDICAL CLINICS FEES
1563,02,RIGHTS AND PRIVILEGES,02654,,MOTOR VEHICLE RESERVED LICENSE PLATES FEES
1571,02,RIGHTS AND PRIVILEGES,02662,,SCC FEE FOR BAD CHECKS
1579,02,RIGHTS AND PRIVILEGES,02671,,LEAD PROJECT PERMIT FEES
1647,02,RIGHTS AND PRIVILEGES,02679,,CREDIT CARD SERVICE CHARGE
1655,02,RIGHTS AND PRIVILEGES,02691,,CUSTODY SERVICES
45,84,FEDERAL GRANTS AND CONTRACTS,84359,,EARLY READING FIRST
56,91,FEDERAL GRANTS AND CONTRACTS,91001,,UNSOLICITED GRANT PROGRAM
153,93,FEDERAL GRANTS AND CONTRACTS,93044,,GRANTS FOR SUPPORTIVE SERVICES & SR CENTERS
189,93,FEDERAL GRANTS AND CONTRACTS,93102,,DEMO GRANTS-RESIDENTIAL TREAT WOMEN/CHILDREN
222,93,FEDERAL GRANTS AND CONTRACTS,93114,,APPLIED TOXICOLOGICAL RESEARCH AND TESTING
267,93,FEDERAL GRANTS AND CONTRACTS,93126,,RAPE PREVENTION AND EDUCATION
339,93,FEDERAL GRANTS AND CONTRACTS,93143,,NIEHS SUPERFD HAZARDOUS SUBSTANCES-BASIC RESEARCH
410,93,FEDERAL GRANTS AND CONTRACTS,93165,,GRANTS FOR STATE LOAN REPAYMENT
449,93,FEDERAL GRANTS AND CONTRACTS,93192,,QUENTIN BURDICK PGM-RURAL INTERDISCIPLINARY TRAIN
531,93,FEDERAL GRANTS AND CONTRACTS,93235,,ABSTINENCE EDUCATION
576,93,FEDERAL GRANTS AND CONTRACTS,93252,,COMMUNITY ACCESS PROGRAM
650,93,FEDERAL GRANTS AND CONTRACTS,93272,,ALCOHOL NATIONAL RESEARCH SERVICE AWARDS-TRAINING
735,93,FEDERAL GRANTS AND CONTRACTS,93283,,CDC-INVESTIGATIONS AND TECHNICAL ASSISTANCE
803,93,FEDERAL GRANTS AND CONTRACTS,93359,,BASIC NURSE EDUCATION AND PRACTICE GRANTS
842,93,FEDERAL GRANTS AND CONTRACTS,93393,,CANCER CAUSE AND PREVENTION RESEARCH
859,93,FEDERAL GRANTS AND CONTRACTS,93558,,TEMPORARY ASSISTANCE FOR NEEDY FAMILIES (TANF)
907,93,FEDERAL GRANTS AND CONTRACTS,93571,,COMM SERV BLOCK GRANT-COMM FOOD AND NUTRITION
82,84,FEDERAL GRANTS AND CONTRACTS,84019,,INTERNATIONAL:OVERSEAS FACULTY RESEARCH ABROAD
93,84,FEDERAL GRANTS AND CONTRACTS,84042,,TRIO-STUDENT SUPPORT SERVICES
136,84,FEDERAL GRANTS AND CONTRACTS,84078,,POSTSECONDARY ED PROG FOR PERSONS WITH DISABILITY
178,84,FEDERAL GRANTS AND CONTRACTS,84132,,CENTERS FOR INDEPENDENT LIVING
308,84,FEDERAL GRANTS AND CONTRACTS,84162,,IMMIGRANT EDUCATION
465,84,FEDERAL GRANTS AND CONTRACTS,84181,,GRANTS FOR INFANTS AND FAMILIES WITH DISABILITIES
504,84,FEDERAL GRANTS AND CONTRACTS,84196,,EDUCATION FOR HOMELESS CHILDREN AND YOUTH
583,84,FEDERAL GRANTS AND CONTRACTS,84224,,ASSISTIVE TECHNOLOGY
594,84,FEDERAL GRANTS AND CONTRACTS,84268,,FEDERAL DIRECT LOAN
684,84,FEDERAL GRANTS AND CONTRACTS,84308,,"NATL INSTITUTE-ED GOVERNANCE,FIN,POLICYMKING&MGMT"
698,84,FEDERAL GRANTS AND CONTRACTS,84327,,SP ED-TECH & MEDIA SERV INDIVIDUALS W/DISABILIES
616,66,FEDERAL GRANTS AND CONTRACTS,66709,,CAPACITY BUILDING GRANTS AND COOPERATIVE AGREEMENT
695,66,FEDERAL GRANTS AND CONTRACTS,66805,,LEAKING UNDERGROUND STORAGE TANK TRUST FD PGM
774,72,FEDERAL GRANTS AND CONTRACTS,72001,,FOSTER GRANDPARENT PROGRAM
944,81,FEDERAL GRANTS AND CONTRACTS,81057,,UNIVERSITY COAL RESEARCH
955,81,FEDERAL GRANTS AND CONTRACTS,81105,,"NIC THROUGH ENERGY, ENVIRONMENT AND ECONOMICS"
1005,83,FEDERAL GRANTS AND CONTRACTS,83011,,HAZARDOUS MATERIALS TRAINING PROGRAM - SARA
1016,83,FEDERAL GRANTS AND CONTRACTS,83536,,FLOOD MITAGATION ASSISTANCE
1135,83,FEDERAL GRANTS AND CONTRACTS,83545,,DISASTER HOUSING PROGRAM
1226,83,FEDERAL GRANTS AND CONTRACTS,83563,,EMERGENCY OPERATIONS CENTERS
1260,14,FEDERAL GRANTS AND CONTRACTS,14870,,RESIDENT OPPORTUNITY AND SUPPORTIVE SERVICES
1348,15,FEDERAL GRANTS AND CONTRACTS,15604,,FISHERY RES-INFORMATION
1356,15,FEDERAL GRANTS AND CONTRACTS,15617,,WILDLIFE CONSERVATION AND APPRECIATION
1464,15,FEDERAL GRANTS AND CONTRACTS,15634,,STATE WILDLIFE GRANT
50,01,TAXES,01001,,RAILROAD COMPANIES
98,01,TAXES,01011,,MOTOR VEHICLE CARRIERS-ROLLING STOCK TAX
134,01,TAXES,01021,,ESTATE TAX
204,01,TAXES,01041,,PUBLIC ROCK OYSTER TAX
215,01,TAXES,01049,,COURT SUITS ACTIONS AT LAW
341,01,TAXES,01058,,TOBACCO PRODUCTS TAX
349,01,TAXES,01066,,UNGRADED FRESH APPLES EXCISE TAX
395,01,TAXES,01077,,ROAD TAX DECAL
550,01,TAXES,01085,,MOTOR VEHICLE RENTAL TAX
630,01,TAXES,01093,,WATERCRAFT SALES TAX
710,01,TAXES,01103,,INDIVIDUAL FIDUCIARY INCOME TAX - 2003
790,01,TAXES,01115,,ESTIMATED INCOME TAX - 2005
830,02,RIGHTS AND PRIVILEGES,02101,,BUSINESS & PROFESSIONAL LICENSES
879,02,RIGHTS AND PRIVILEGES,02109,,RESEARCH FEES
981,02,RIGHTS AND PRIVILEGES,02117,,ALTERNATE DISCHARGE SEWAGE SYSTEM PERMITS
1103,09,OTHER REVENUE,09060,,MISCELLANEOUS REVENUES
1111,09,OTHER REVENUE,09084,,REFUND-EXP AND MISC DISBURSEMENTS MADE PRIOR YRS
1119,10,FEDERAL GRANTS AND CONTRACTS,10001,,AGRICULTURAL RESEARCH - BASIC & APPLIED RESEARCH
1207,10,FEDERAL GRANTS AND CONTRACTS,10156,,FEDERAL-STATE MARKETING IMPROVEMENT PROGRAM
1215,10,FEDERAL GRANTS AND CONTRACTS,10171,,ADVANCES J-SIIDS MAINTENANCE CONTRACT
1423,10,FEDERAL GRANTS AND CONTRACTS,10180,,FORT PICKETT ENVIRONMENTAL COMPLIANCE
903,93,FEDERAL GRANTS AND CONTRACTS,93566,,REFUGEE AND ENTRANT ASSISTANCE-STATE ADMIN PROGRAM
911,93,FEDERAL GRANTS AND CONTRACTS,93584,,REFUGEE AND ENTRANT ASSISTANCE-TARGETED ASSIST
990,93,FEDERAL GRANTS AND CONTRACTS,93600,,HEAD START
998,93,FEDERAL GRANTS AND CONTRACTS,93647,,SOCIAL SERVICES RESEARCH AND DEMONSTRATION
1086,93,FEDERAL GRANTS AND CONTRACTS,93671,,FAMILY VIOLENCE PREVENTION AND SERVICES
1094,93,FEDERAL GRANTS AND CONTRACTS,93779,,"CMS RESEARCH, DEMONSTRATIONS AND EVALUATIONS"
1191,93,FEDERAL GRANTS AND CONTRACTS,93847,,DIABETES/ENDOCRINOLOGY/METABOLISM RESEARCH
1199,93,FEDERAL GRANTS AND CONTRACTS,93864,,POPULATION RESEARCH
1287,93,FEDERAL GRANTS AND CONTRACTS,93894,,RESOURCE&MANPOWER DEV IN ENVIRONMENTAL HEALTH SCIE
1295,93,FEDERAL GRANTS AND CONTRACTS,93917,,HIV CARE FORMULA GRANTS
1055,02,RIGHTS AND PRIVILEGES,02408,,REGULATORY BOARD ENDORSEMENT FEES- IN
1163,02,RIGHTS AND PRIVILEGES,02416,,PRIVATE SECURITY TRAINING REGULATORY FEES
1171,02,RIGHTS AND PRIVILEGES,02424,,SURETY BAIL BONDSMAN LICENSE
1179,02,RIGHTS AND PRIVILEGES,02436,,SOIL SCIENTIST/WETLANDS PROFESSIONALS REG FEES
